rule_type,rule_value,combination,player0_win_rate,total_games,player0_wins
movement_pushrequirement,"Move 1 marble exactly 2 spaces in any direction._You can push opposing marbles if you use an even number of marbles (2, 4 or 6). Do not split your column while pushing the opponent.","movement: Move 1 marble exactly 2 spaces in any direction. + pushrequirement: You can push opposing marbles if you use an even number of marbles (2, 4 or 6). Do not split your column while pushing the opponent.",0.625,48.0,30.0
pushout_pushrequirement,"Pushed out marbles return to the center, if it is free. Else they are removed._You can push your opposing marbles if you use an uneven number of marbles (1, 3 or 5). Do not split your column while pushing the opponent.","pushout: Pushed out marbles return to the center, if it is free. Else they are removed. + pushrequirement: You can push your opposing marbles if you use an uneven number of marbles (1, 3 or 5). Do not split your column while pushing the opponent.",0.625,24.0,15.0
movement_victory,Move 1 marble exactly 2 spaces in any direction._Occupy 1 goal of each color.,movement: Move 1 marble exactly 2 spaces in any direction. + victory: Occupy 1 goal of each color.,0.6212121212121212,66.0,41.0
pushrequirement_victory,"You can push your opposing marbles if you use an uneven number of marbles (1, 3 or 5). Do not split your column while pushing the opponent._Occupy 3 non-neighbouring goals.","pushrequirement: You can push your opposing marbles if you use an uneven number of marbles (1, 3 or 5). Do not split your column while pushing the opponent. + victory: Occupy 3 non-neighbouring goals.",0.6190476190476191,42.0,26.0
pushrequirement_victory,"You can push opposing marbles if you use an even number of marbles (2, 4 or 6). Do not split your column while pushing the opponent._Occupy all goals of your color.","pushrequirement: You can push opposing marbles if you use an even number of marbles (2, 4 or 6). Do not split your column while pushing the opponent. + victory: Occupy all goals of your color.",0.6190476190476191,42.0,26.0
movement_victory,Move 1 marble by up to 3 spaces in any direction in a straight line._Occupy 1 goal of each color.,movement: Move 1 marble by up to 3 spaces in any direction in a straight line. + victory: Occupy 1 goal of each color.,0.6111111111111112,72.0,44.0
pushout_pushrequirement,"Pushed out marbles return to the center. Remove any pre-existing marble._You can push your opposing marbles if you use an uneven number of marbles (1, 3 or 5). Do not split your column while pushing the opponent.","pushout: Pushed out marbles return to the center. Remove any pre-existing marble. + pushrequirement: You can push your opposing marbles if you use an uneven number of marbles (1, 3 or 5). Do not split your column while pushing the opponent.",0.6,60.0,36.0
pushrequirement_victory,You can push opposing marbles if you use fewer or more marbles._Occupy all goals of your color.,pushrequirement: You can push opposing marbles if you use fewer or more marbles. + victory: Occupy all goals of your color.,0.6,30.0,18.0
pushrequirement,"You can push your opposing marbles if you use an uneven number of marbles (1, 3 or 5). Do not split your column while pushing the opponent.","pushrequirement: You can push your opposing marbles if you use an uneven number of marbles (1, 3 or 5). Do not split your column while pushing the opponent.",0.5877192982456141,114.0,67.0
push_pushrequirement,"Push a column of marbles by 1 space in any direction_You can push your opposing marbles if you use an uneven number of marbles (1, 3 or 5). Do not split your column while pushing the opponent.","push: Push a column of marbles by 1 space in any direction + pushrequirement: You can push your opposing marbles if you use an uneven number of marbles (1, 3 or 5). Do not split your column while pushing the opponent.",0.5877192982456141,114.0,67.0
pushout_pushrequirement,"Pushed out marbles return to the center, if it is free. Else they are removed._You can push opposing marbles if you use more or equal marbles. Do not split your column while pushing the opponent.","pushout: Pushed out marbles return to the center, if it is free. Else they are removed. + pushrequirement: You can push opposing marbles if you use more or equal marbles. Do not split your column while pushing the opponent.",0.5833333333333334,24.0,14.0
movement_pushrequirement,Move 1 marble exactly 2 spaces in any direction._You can push opposing marbles if you use fewer or more marbles.,movement: Move 1 marble exactly 2 spaces in any direction. + pushrequirement: You can push opposing marbles if you use fewer or more marbles.,0.5833333333333334,24.0,14.0
pushrequirement_victory,You can push opposing marbles if you use more or equal marbles. Do not split your column while pushing the opponent._Push out 3 opposing marbles.,pushrequirement: You can push opposing marbles if you use more or equal marbles. Do not split your column while pushing the opponent. + victory: Push out 3 opposing marbles.,0.5833333333333334,24.0,14.0
movement_pushrequirement,"Jump over 1 marble or blocker or move a marble by 1 space in any direction_You can push your opposing marbles if you use an uneven number of marbles (1, 3 or 5). Do not split your column while pushing the opponent.","movement: Jump over 1 marble or blocker or move a marble by 1 space in any direction + pushrequirement: You can push your opposing marbles if you use an uneven number of marbles (1, 3 or 5). Do not split your column while pushing the opponent.",0.5833333333333334,12.0,7.0
movement_pushrequirement,Move 1 marble exactly 2 spaces in any direction._You can push opposing marbles if you use more or equal marbles. Do not split your column while pushing the opponent.,movement: Move 1 marble exactly 2 spaces in any direction. + pushrequirement: You can push opposing marbles if you use more or equal marbles. Do not split your column while pushing the opponent.,0.5833333333333334,36.0,21.0
pushout_victory,Pushed out marbles return to the center. Remove any pre-existing marble._Occupy all goals of your color.,pushout: Pushed out marbles return to the center. Remove any pre-existing marble. + victory: Occupy all goals of your color.,0.5757575757575758,66.0,38.0
pushrequirement_victory,You can push opposing marbles if you use equal marbles. Do not split your column while pushing the opponent._Occupy 1 goal of each color.,pushrequirement: You can push opposing marbles if you use equal marbles. Do not split your column while pushing the opponent. + victory: Occupy 1 goal of each color.,0.5714285714285714,42.0,24.0
movement_victory,Move 1 marble by up to 3 spaces in any direction in a straight line._Occupy 3 non-neighbouring goals.,movement: Move 1 marble by up to 3 spaces in any direction in a straight line. + victory: Occupy 3 non-neighbouring goals.,0.5694444444444444,72.0,41.0
movement_victory,Move 1 marble by up to 3 spaces in any direction in a straight line._Occupy all goals of your color.,movement: Move 1 marble by up to 3 spaces in any direction in a straight line. + victory: Occupy all goals of your color.,0.5625,48.0,27.0
pushout_victory,Pushed out marbles return to the center. Remove any pre-existing marble._Occupy 1 goal of each color.,pushout: Pushed out marbles return to the center. Remove any pre-existing marble. + victory: Occupy 1 goal of each color.,0.5583333333333333,120.0,67.0
movement_pushrequirement,Move 1 marble by up to 3 spaces in any direction in a straight line._You can push opposing marbles if you use more marbles.,movement: Move 1 marble by up to 3 spaces in any direction in a straight line. + pushrequirement: You can push opposing marbles if you use more marbles.,0.5555555555555556,36.0,20.0
pushrequirement_victory,You can push opposing marbles if you use fewer or equal marbles. Do not split your column while pushing the opponent._Occupy 3 non-neighbouring goals.,pushrequirement: You can push opposing marbles if you use fewer or equal marbles. Do not split your column while pushing the opponent. + victory: Occupy 3 non-neighbouring goals.,0.5555555555555556,36.0,20.0
movement_pushrequirement,"Move 1 marble by 1 space in any direction._You can push your opposing marbles if you use an uneven number of marbles (1, 3 or 5). Do not split your column while pushing the opponent.","movement: Move 1 marble by 1 space in any direction. + pushrequirement: You can push your opposing marbles if you use an uneven number of marbles (1, 3 or 5). Do not split your column while pushing the opponent.",0.5555555555555556,18.0,10.0
pushrequirement_victory,You can push opposing marbles if you use more or equal marbles. Do not split your column while pushing the opponent._Occupy 3 non-neighbouring goals.,pushrequirement: You can push opposing marbles if you use more or equal marbles. Do not split your column while pushing the opponent. + victory: Occupy 3 non-neighbouring goals.,0.5555555555555556,18.0,10.0
movement_pushout,Move 1 marble by up to 3 spaces in any direction in a straight line._Pushed out marbles are removed from play,movement: Move 1 marble by up to 3 spaces in any direction in a straight line. + pushout: Pushed out marbles are removed from play,0.5520833333333334,96.0,53.0
pushout_pushrequirement,"Pushed out marbles are removed from play_You can push opposing marbles if you use an even number of marbles (2, 4 or 6). Do not split your column while pushing the opponent.","pushout: Pushed out marbles are removed from play + pushrequirement: You can push opposing marbles if you use an even number of marbles (2, 4 or 6). Do not split your column while pushing the opponent.",0.55,60.0,33.0
pushout_pushrequirement,"Pushed out marbles return to the center, if it is free. Else they are removed._You can push opposing marbles if you use an even number of marbles (2, 4 or 6). Do not split your column while pushing the opponent.","pushout: Pushed out marbles return to the center, if it is free. Else they are removed. + pushrequirement: You can push opposing marbles if you use an even number of marbles (2, 4 or 6). Do not split your column while pushing the opponent.",0.55,60.0,33.0
pushout_victory,Pushed out marbles are removed from play_Occupy 1 goal of each color.,pushout: Pushed out marbles are removed from play + victory: Occupy 1 goal of each color.,0.5490196078431373,102.0,56.0
victory,Occupy 1 goal of each color.,victory: Occupy 1 goal of each color.,0.545751633986928,306.0,167.0
push_victory,Push a column of marbles by 1 space in any direction_Occupy 1 goal of each color.,push: Push a column of marbles by 1 space in any direction + victory: Occupy 1 goal of each color.,0.545751633986928,306.0,167.0
movement_victory,Move 1 marble exactly 2 spaces in any direction._Occupy all goals of your color.,movement: Move 1 marble exactly 2 spaces in any direction. + victory: Occupy all goals of your color.,0.5454545454545454,66.0,36.0
movement_pushout,Move 1 marble exactly 2 spaces in any direction._Pushed out marbles return to the center. Remove any pre-existing marble.,movement: Move 1 marble exactly 2 spaces in any direction. + pushout: Pushed out marbles return to the center. Remove any pre-existing marble.,0.5416666666666666,96.0,52.0
pushout_pushrequirement,"Pushed out marbles return to the center, if it is free. Else they are removed._You can push opposing marbles if you use fewer or more marbles.","pushout: Pushed out marbles return to the center, if it is free. Else they are removed. + pushrequirement: You can push opposing marbles if you use fewer or more marbles.",0.5416666666666666,48.0,26.0
pushrequirement_victory,You can push opposing marbles if you use fewer or equal marbles. Do not split your column while pushing the opponent._Occupy 1 goal of each color.,pushrequirement: You can push opposing marbles if you use fewer or equal marbles. Do not split your column while pushing the opponent. + victory: Occupy 1 goal of each color.,0.5370370370370371,54.0,29.0
movement_pushrequirement,Jump over 1 marble or blocker or move a marble by 1 space in any direction_You can push opposing marbles if you use equal marbles. Do not split your column while pushing the opponent.,movement: Jump over 1 marble or blocker or move a marble by 1 space in any direction + pushrequirement: You can push opposing marbles if you use equal marbles. Do not split your column while pushing the opponent.,0.5370370370370371,54.0,29.0
pushout_victory,Pushed out marbles are removed from play_Occupy all goals of your color.,pushout: Pushed out marbles are removed from play + victory: Occupy all goals of your color.,0.5357142857142857,84.0,45.0
pushout_pushrequirement,"Pushed out marbles are removed from play_You can push your opposing marbles if you use an uneven number of marbles (1, 3 or 5). Do not split your column while pushing the opponent.","pushout: Pushed out marbles are removed from play + pushrequirement: You can push your opposing marbles if you use an uneven number of marbles (1, 3 or 5). Do not split your column while pushing the opponent.",0.5333333333333333,30.0,16.0
pushrequirement_victory,You can push opposing marbles if you use more or equal marbles. Do not split your column while pushing the opponent._Occupy all goals of your color.,pushrequirement: You can push opposing marbles if you use more or equal marbles. Do not split your column while pushing the opponent. + victory: Occupy all goals of your color.,0.5333333333333333,60.0,32.0
movement,Move 1 marble by up to 3 spaces in any direction in a straight line.,movement: Move 1 marble by up to 3 spaces in any direction in a straight line.,0.532520325203252,246.0,131.0
movement_push,Move 1 marble by up to 3 spaces in any direction in a straight line._Push a column of marbles by 1 space in any direction,movement: Move 1 marble by up to 3 spaces in any direction in a straight line. + push: Push a column of marbles by 1 space in any direction,0.532520325203252,246.0,131.0
movement_pushout,Move 1 marble by up to 3 spaces in any direction in a straight line._Pushed out marbles return to the center. Remove any pre-existing marble.,movement: Move 1 marble by up to 3 spaces in any direction in a straight line. + pushout: Pushed out marbles return to the center. Remove any pre-existing marble.,0.53125,96.0,51.0
push_pushrequirement,"Push a column of marbles by 1 space in any direction_You can push opposing marbles if you use an even number of marbles (2, 4 or 6). Do not split your column while pushing the opponent.","push: Push a column of marbles by 1 space in any direction + pushrequirement: You can push opposing marbles if you use an even number of marbles (2, 4 or 6). Do not split your column while pushing the opponent.",0.5308641975308642,162.0,86.0
pushrequirement,"You can push opposing marbles if you use an even number of marbles (2, 4 or 6). Do not split your column while pushing the opponent.","pushrequirement: You can push opposing marbles if you use an even number of marbles (2, 4 or 6). Do not split your column while pushing the opponent.",0.5308641975308642,162.0,86.0
pushrequirement_victory,"You can push opposing marbles if you use an even number of marbles (2, 4 or 6). Do not split your column while pushing the opponent._Occupy 1 goal of each color.","pushrequirement: You can push opposing marbles if you use an even number of marbles (2, 4 or 6). Do not split your column while pushing the opponent. + victory: Occupy 1 goal of each color.",0.5303030303030303,66.0,35.0
movement,Move 1 marble exactly 2 spaces in any direction.,movement: Move 1 marble exactly 2 spaces in any direction.,0.5303030303030303,264.0,140.0
movement_push,Move 1 marble exactly 2 spaces in any direction._Push a column of marbles by 1 space in any direction,movement: Move 1 marble exactly 2 spaces in any direction. + push: Push a column of marbles by 1 space in any direction,0.5303030303030303,264.0,140.0
movement_pushout,"Move 1 marble exactly 2 spaces in any direction._Pushed out marbles return to the center, if it is free. Else they are removed.","movement: Move 1 marble exactly 2 spaces in any direction. + pushout: Pushed out marbles return to the center, if it is free. Else they are removed.",0.5294117647058824,102.0,54.0
movement_pushrequirement,"Jump over 1 marble or blocker or move a marble by 1 space in any direction_You can push opposing marbles if you use an even number of marbles (2, 4 or 6). Do not split your column while pushing the opponent.","movement: Jump over 1 marble or blocker or move a marble by 1 space in any direction + pushrequirement: You can push opposing marbles if you use an even number of marbles (2, 4 or 6). Do not split your column while pushing the opponent.",0.5277777777777778,36.0,19.0
pushout_victory,Pushed out marbles are removed from play_Occupy 3 non-neighbouring goals.,pushout: Pushed out marbles are removed from play + victory: Occupy 3 non-neighbouring goals.,0.5277777777777778,72.0,38.0
pushrequirement_victory,You can push opposing marbles if you use fewer or more marbles._Occupy 3 non-neighbouring goals.,pushrequirement: You can push opposing marbles if you use fewer or more marbles. + victory: Occupy 3 non-neighbouring goals.,0.5277777777777778,36.0,19.0
movement_pushrequirement,"Move 1 marble exactly 2 spaces in any direction._You can push your opposing marbles if you use an uneven number of marbles (1, 3 or 5). Do not split your column while pushing the opponent.","movement: Move 1 marble exactly 2 spaces in any direction. + pushrequirement: You can push your opposing marbles if you use an uneven number of marbles (1, 3 or 5). Do not split your column while pushing the opponent.",0.5277777777777778,36.0,19.0
movement_victory,Jump over 1 marble or blocker or move a marble by 1 space in any direction_Occupy all goals of your color.,movement: Jump over 1 marble or blocker or move a marble by 1 space in any direction + victory: Occupy all goals of your color.,0.5238095238095238,84.0,44.0
pushout_victory,"Pushed out marbles return to the center, if it is free. Else they are removed._Occupy 1 goal of each color.","pushout: Pushed out marbles return to the center, if it is free. Else they are removed. + victory: Occupy 1 goal of each color.",0.5238095238095238,84.0,44.0
push_victory,Push a column of marbles by 1 space in any direction_Occupy 3 non-neighbouring goals.,push: Push a column of marbles by 1 space in any direction + victory: Occupy 3 non-neighbouring goals.,0.5219298245614035,228.0,119.0
victory,Occupy 3 non-neighbouring goals.,victory: Occupy 3 non-neighbouring goals.,0.5219298245614035,228.0,119.0
pushrequirement,You can push opposing marbles if you use more or equal marbles. Do not split your column while pushing the opponent.,pushrequirement: You can push opposing marbles if you use more or equal marbles. Do not split your column while pushing the opponent.,0.52,150.0,78.0
push_pushrequirement,Push a column of marbles by 1 space in any direction_You can push opposing marbles if you use more or equal marbles. Do not split your column while pushing the opponent.,push: Push a column of marbles by 1 space in any direction + pushrequirement: You can push opposing marbles if you use more or equal marbles. Do not split your column while pushing the opponent.,0.52,150.0,78.0
pushout_pushrequirement,Pushed out marbles are removed from play_You can push opposing marbles if you use more marbles.,pushout: Pushed out marbles are removed from play + pushrequirement: You can push opposing marbles if you use more marbles.,0.5185185185185185,54.0,28.0
pushout_pushrequirement,Pushed out marbles return to the center. Remove any pre-existing marble._You can push opposing marbles if you use more marbles.,pushout: Pushed out marbles return to the center. Remove any pre-existing marble. + pushrequirement: You can push opposing marbles if you use more marbles.,0.5166666666666667,60.0,31.0
movement_pushrequirement,Jump over 1 marble or blocker or move a marble by 1 space in any direction_You can push opposing marbles if you use more marbles.,movement: Jump over 1 marble or blocker or move a marble by 1 space in any direction + pushrequirement: You can push opposing marbles if you use more marbles.,0.5166666666666667,60.0,31.0
movement_pushout,Move 1 marble exactly 2 spaces in any direction._Pushed out marbles are removed from play,movement: Move 1 marble exactly 2 spaces in any direction. + pushout: Pushed out marbles are removed from play,0.5151515151515151,66.0,34.0
pushout_pushrequirement,Pushed out marbles return to the center. Remove any pre-existing marble._You can push opposing marbles if you use more or equal marbles. Do not split your column while pushing the opponent.,pushout: Pushed out marbles return to the center. Remove any pre-existing marble. + pushrequirement: You can push opposing marbles if you use more or equal marbles. Do not split your column while pushing the opponent.,0.5151515151515151,66.0,34.0
movement_pushout,Move 1 marble by 1 space in any direction._Pushed out marbles return to the center. Remove any pre-existing marble.,movement: Move 1 marble by 1 space in any direction. + pushout: Pushed out marbles return to the center. Remove any pre-existing marble.,0.5128205128205128,78.0,40.0
push_victory,Push a column of marbles by 1 space in any direction_Occupy all goals of your color.,push: Push a column of marbles by 1 space in any direction + victory: Occupy all goals of your color.,0.5121951219512195,246.0,126.0
victory,Occupy all goals of your color.,victory: Occupy all goals of your color.,0.5121951219512195,246.0,126.0
push_pushout,Push a column of marbles by 1 space in any direction_Pushed out marbles return to the center. Remove any pre-existing marble.,push: Push a column of marbles by 1 space in any direction + pushout: Pushed out marbles return to the center. Remove any pre-existing marble.,0.5121212121212121,330.0,169.0
pushout,Pushed out marbles return to the center. Remove any pre-existing marble.,pushout: Pushed out marbles return to the center. Remove any pre-existing marble.,0.5121212121212121,330.0,169.0
pushout_pushrequirement,Pushed out marbles are removed from play_You can push opposing marbles if you use more or equal marbles. Do not split your column while pushing the opponent.,pushout: Pushed out marbles are removed from play + pushrequirement: You can push opposing marbles if you use more or equal marbles. Do not split your column while pushing the opponent.,0.5,60.0,30.0
movement_victory,Jump over 1 marble or blocker or move a marble by 1 space in any direction_Occupy 1 goal of each color.,movement: Jump over 1 marble or blocker or move a marble by 1 space in any direction + victory: Occupy 1 goal of each color.,0.5,66.0,33.0
movement_pushout,"Move 1 marble by up to 3 spaces in any direction in a straight line._Pushed out marbles return to the center, if it is free. Else they are removed.","movement: Move 1 marble by up to 3 spaces in any direction in a straight line. + pushout: Pushed out marbles return to the center, if it is free. Else they are removed.",0.5,54.0,27.0
push_pushrequirement,Push a column of marbles by 1 space in any direction_You can push opposing marbles if you use fewer or more marbles.,push: Push a column of marbles by 1 space in any direction + pushrequirement: You can push opposing marbles if you use fewer or more marbles.,0.5,120.0,60.0
movement_victory,Jump over 1 marble or blocker or move a marble by 1 space in any direction_Occupy 3 non-neighbouring goals.,movement: Jump over 1 marble or blocker or move a marble by 1 space in any direction + victory: Occupy 3 non-neighbouring goals.,0.5,48.0,24.0
movement_pushout,Jump over 1 marble or blocker or move a marble by 1 space in any direction_Pushed out marbles are removed from play,movement: Jump over 1 marble or blocker or move a marble by 1 space in any direction + pushout: Pushed out marbles are removed from play,0.5,78.0,39.0
push_pushout,Push a column of marbles by 1 space in any direction_Pushed out marbles are removed from play,push: Push a column of marbles by 1 space in any direction + pushout: Pushed out marbles are removed from play,0.5,342.0,171.0
push,Push a column of marbles by 1 space in any direction,push: Push a column of marbles by 1 space in any direction,0.5,996.0,498.0
movement_victory,Move 1 marble exactly 2 spaces in any direction._Occupy 3 non-neighbouring goals.,movement: Move 1 marble exactly 2 spaces in any direction. + victory: Occupy 3 non-neighbouring goals.,0.5,72.0,36.0
pushrequirement_victory,"You can push your opposing marbles if you use an uneven number of marbles (1, 3 or 5). Do not split your column while pushing the opponent._Occupy all goals of your color.","pushrequirement: You can push your opposing marbles if you use an uneven number of marbles (1, 3 or 5). Do not split your column while pushing the opponent. + victory: Occupy all goals of your color.",0.5,12.0,6.0
pushrequirement,You can push opposing marbles if you use fewer or more marbles.,pushrequirement: You can push opposing marbles if you use fewer or more marbles.,0.5,120.0,60.0
movement_victory,Move 1 marble by 1 space in any direction._Occupy 3 non-neighbouring goals.,movement: Move 1 marble by 1 space in any direction. + victory: Occupy 3 non-neighbouring goals.,0.5,36.0,18.0
pushout,Pushed out marbles are removed from play,pushout: Pushed out marbles are removed from play,0.5,342.0,171.0
push_pushrequirement,Push a column of marbles by 1 space in any direction_You can push opposing marbles if you use more marbles.,push: Push a column of marbles by 1 space in any direction + pushrequirement: You can push opposing marbles if you use more marbles.,0.49382716049382713,162.0,80.0
pushrequirement,You can push opposing marbles if you use more marbles.,pushrequirement: You can push opposing marbles if you use more marbles.,0.49382716049382713,162.0,80.0
movement_pushout,"Jump over 1 marble or blocker or move a marble by 1 space in any direction_Pushed out marbles return to the center, if it is free. Else they are removed.","movement: Jump over 1 marble or blocker or move a marble by 1 space in any direction + pushout: Pushed out marbles return to the center, if it is free. Else they are removed.",0.49074074074074076,108.0,53.0
push_pushout,"Push a column of marbles by 1 space in any direction_Pushed out marbles return to the center, if it is free. Else they are removed.","push: Push a column of marbles by 1 space in any direction + pushout: Pushed out marbles return to the center, if it is free. Else they are removed.",0.4876543209876543,324.0,158.0
pushout,"Pushed out marbles return to the center, if it is free. Else they are removed.","pushout: Pushed out marbles return to the center, if it is free. Else they are removed.",0.4876543209876543,324.0,158.0
pushrequirement_victory,You can push opposing marbles if you use more marbles._Occupy 3 non-neighbouring goals.,pushrequirement: You can push opposing marbles if you use more marbles. + victory: Occupy 3 non-neighbouring goals.,0.48148148148148145,54.0,26.0
movement_victory,Move 1 marble by 1 space in any direction._Occupy 1 goal of each color.,movement: Move 1 marble by 1 space in any direction. + victory: Occupy 1 goal of each color.,0.4803921568627451,102.0,49.0
movement,Jump over 1 marble or blocker or move a marble by 1 space in any direction,movement: Jump over 1 marble or blocker or move a marble by 1 space in any direction,0.4796747967479675,246.0,118.0
movement_push,Jump over 1 marble or blocker or move a marble by 1 space in any direction_Push a column of marbles by 1 space in any direction,movement: Jump over 1 marble or blocker or move a marble by 1 space in any direction + push: Push a column of marbles by 1 space in any direction,0.4796747967479675,246.0,118.0
movement_pushrequirement,"Move 1 marble by 1 space in any direction._You can push opposing marbles if you use an even number of marbles (2, 4 or 6). Do not split your column while pushing the opponent.","movement: Move 1 marble by 1 space in any direction. + pushrequirement: You can push opposing marbles if you use an even number of marbles (2, 4 or 6). Do not split your column while pushing the opponent.",0.4791666666666667,48.0,23.0
pushout_pushrequirement,"Pushed out marbles return to the center. Remove any pre-existing marble._You can push opposing marbles if you use an even number of marbles (2, 4 or 6). Do not split your column while pushing the opponent.","pushout: Pushed out marbles return to the center. Remove any pre-existing marble. + pushrequirement: You can push opposing marbles if you use an even number of marbles (2, 4 or 6). Do not split your column while pushing the opponent.",0.47619047619047616,42.0,20.0
pushrequirement_victory,"You can push opposing marbles if you use an even number of marbles (2, 4 or 6). Do not split your column while pushing the opponent._Push out 3 opposing marbles.","pushrequirement: You can push opposing marbles if you use an even number of marbles (2, 4 or 6). Do not split your column while pushing the opponent. + victory: Push out 3 opposing marbles.",0.4722222222222222,36.0,17.0
pushrequirement_victory,You can push opposing marbles if you use fewer or more marbles._Push out 3 opposing marbles.,pushrequirement: You can push opposing marbles if you use fewer or more marbles. + victory: Push out 3 opposing marbles.,0.4666666666666667,30.0,14.0
pushout_pushrequirement,Pushed out marbles are removed from play_You can push opposing marbles if you use fewer or equal marbles. Do not split your column while pushing the opponent.,pushout: Pushed out marbles are removed from play + pushrequirement: You can push opposing marbles if you use fewer or equal marbles. Do not split your column while pushing the opponent.,0.4666666666666667,60.0,28.0
movement_pushrequirement,"Move 1 marble by up to 3 spaces in any direction in a straight line._You can push opposing marbles if you use an even number of marbles (2, 4 or 6). Do not split your column while pushing the opponent.","movement: Move 1 marble by up to 3 spaces in any direction in a straight line. + pushrequirement: You can push opposing marbles if you use an even number of marbles (2, 4 or 6). Do not split your column while pushing the opponent.",0.4666666666666667,30.0,14.0
movement_pushrequirement,Move 1 marble by 1 space in any direction._You can push opposing marbles if you use fewer or equal marbles. Do not split your column while pushing the opponent.,movement: Move 1 marble by 1 space in any direction. + pushrequirement: You can push opposing marbles if you use fewer or equal marbles. Do not split your column while pushing the opponent.,0.46296296296296297,54.0,25.0
pushrequirement_victory,You can push opposing marbles if you use more or equal marbles. Do not split your column while pushing the opponent._Occupy 1 goal of each color.,pushrequirement: You can push opposing marbles if you use more or equal marbles. Do not split your column while pushing the opponent. + victory: Occupy 1 goal of each color.,0.4583333333333333,48.0,22.0
pushout_pushrequirement,"Pushed out marbles return to the center, if it is free. Else they are removed._You can push opposing marbles if you use fewer or equal marbles. Do not split your column while pushing the opponent.","pushout: Pushed out marbles return to the center, if it is free. Else they are removed. + pushrequirement: You can push opposing marbles if you use fewer or equal marbles. Do not split your column while pushing the opponent.",0.4583333333333333,72.0,33.0
movement_push,Move 1 marble by 1 space in any direction._Push a column of marbles by 1 space in any direction,movement: Move 1 marble by 1 space in any direction. + push: Push a column of marbles by 1 space in any direction,0.45416666666666666,240.0,109.0
movement,Move 1 marble by 1 space in any direction.,movement: Move 1 marble by 1 space in any direction.,0.45416666666666666,240.0,109.0
pushout_victory,Pushed out marbles return to the center. Remove any pre-existing marble._Push out 3 opposing marbles.,pushout: Pushed out marbles return to the center. Remove any pre-existing marble. + victory: Push out 3 opposing marbles.,0.4523809523809524,42.0,19.0
movement_victory,Move 1 marble exactly 2 spaces in any direction._Push out 3 opposing marbles.,movement: Move 1 marble exactly 2 spaces in any direction. + victory: Push out 3 opposing marbles.,0.45,60.0,27.0
push_pushrequirement,Push a column of marbles by 1 space in any direction_You can push opposing marbles if you use fewer or equal marbles. Do not split your column while pushing the opponent.,push: Push a column of marbles by 1 space in any direction + pushrequirement: You can push opposing marbles if you use fewer or equal marbles. Do not split your column while pushing the opponent.,0.44871794871794873,156.0,70.0
